symbol,name,exchange,yf_ticker,sector,close,sma50,sma200,high_52w,pct_off_high,r1m,r3m,r6m,r12m,turnover_cr,vol_surge,adr_pct,gap_pct,tightness_pct,vol_dryup,contracting,momentum,trend_template,stage2,vcp_setup,qm_breakout,price_gt_sma10,price_gt_sma20,price_gt_sma50,price_gt_sma150,price_gt_sma200,sma50_gt_sma150,sma150_gt_sma200,sma200_rising,within_25_of_high,above_30_of_low,rs_rating,setup_quality
FBP,First BanCorp. New Common Stock,NYSE,FBP,Other,24.17,22.85,21.39,24.26,0.36,2.23,15.34,22.9,23.58,24.65,0.3,1.82,-0.21,6.48,True,False,19.59,False,True,False,False,True,True,True,True,True,True,True,True,True,False,23,14
HLT,Hilton Worldwide Holdings Inc. Common Stock,NYSE,HLT,Other,329.26,318.23,291.51,342.73,3.93,4.74,5.65,15.75,31.56,471.12,0.52,2.15,-0.09,7.72,True,False,18.95,True,True,False,False,True,True,True,True,True,True,True,True,True,True,23,35
BKU,"BankUnited, Inc. Common Stock",NYSE,BKU,Other,46.52,46.08,43.12,50.58,8.02,1.04,0.31,8.85,40.67,24.97,0.24,2.22,-0.34,5.67,True,False,19.09,True,True,False,False,True,True,True,True,True,True,True,True,True,True,23,35
CRI,"Carter's, Inc. Common Stock",NYSE,CRI,Other,38.58,35.77,32.86,43.75,11.83,6.53,16.61,25.39,19.83,39.42,0.21,5.5,-0.65,21.63,True,False,19.52,True,True,False,False,True,True,True,True,True,True,True,True,True,True,23,41
RF,Regions Financial Corporation Common Stock,NYSE,RF,Other,28.04,27.26,26.6,30.66,8.53,0.11,1.72,12.54,37.03,290.4,0.36,2.1,0.25,8.45,True,False,18.93,True,True,False,False,True,True,True,True,True,True,True,True,True,True,23,35
GEO,Geo Group Inc (The) REIT,NYSE,GEO,Other,22.67,19.48,17.91,27.14,16.47,19.63,50.73,45.23,-15.82,41.11,0.29,4.26,-1.3,6.75,True,True,19.35,False,False,False,False,False,True,True,True,True,True,False,False,True,True,23,34
GL,Globe Life Inc. Common Stock,NYSE,GL,Other,155.69,148.94,141.01,157.35,1.05,2.07,7.43,15.51,30.79,84.64,0.24,2.03,-0.22,6.05,True,False,18.66,True,True,False,False,True,True,True,True,True,True,True,True,True,True,22,34
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAQ,KSPI,Other,89.75,82.41,78.38,95.62,6.13,4.48,29.93,23.21,12.18,41.19,0.35,3.56,0.0,9.11,True,False,18.27,False,True,False,False,False,True,True,True,True,True,False,True,True,True,22,17
GWW,"W.W. Grainger, Inc. Common Stock",NYSE,GWW,Other,1239.99,1163.07,1052.01,1284.19,3.44,8.53,8.54,32.18,15.7,337.7,0.31,2.13,-0.64,4.78,True,True,18.5,True,True,True,False,False,True,True,True,True,True,True,True,True,True,22,49
GFF,Griffon Corporation Common Stock,NYSE,GFF,Other,88.69,82.62,78.74,94.6,6.24,0.07,4.05,18.31,31.34,30.69,0.29,3.83,-0.47,12.6,True,False,18.85,True,True,False,False,True,True,True,True,True,True,True,True,True,True,22,38
HPQ,HP Inc. Common Stock,NYSE,HPQ,Other,27.12,20.53,22.66,28.26,4.01,34.68,45.16,14.69,4.76,484.47,1.58,5.09,6.76,28.51,False,False,18.81,False,False,False,False,True,True,True,True,True,False,False,False,True,True,22,20
PNC,"PNC Financial Services Group, Inc. (The) Common Stock",NYSE,PNC,Other,221.16,215.85,204.83,240.63,8.09,1.12,4.95,16.6,31.4,328.27,0.28,1.84,-0.2,5.51,True,True,18.64,True,True,True,False,True,True,True,True,True,True,True,True,True,True,22,49
EXEL,"Exelixis, Inc. - Common Stock",NASDAQ,EXEL,Other,51.15,45.9,42.51,51.45,0.58,14.46,16.09,18.59,20.61,137.55,0.25,3.27,-0.08,9.29,True,True,18.49,True,True,True,False,True,True,True,True,True,True,True,True,True,True,22,51
CNO,"CNO Financial Group, Inc. Common Stock",NYSE,CNO,Other,46.61,43.92,41.41,47.84,2.57,4.37,11.94,14.14,26.62,32.51,0.18,1.91,-0.61,4.23,True,True,17.71,True,True,True,False,False,True,True,True,True,True,True,True,True,True,21,48
MO,"Altria Group, Inc.",NYSE,MO,Other,69.68,68.3,62.9,74.55,6.53,2.17,2.62,23.66,25.39,602.09,0.45,1.91,-1.07,6.92,True,True,18.0,False,True,True,False,False,False,True,True,True,True,False,True,True,False,21,28
WMG,Warner Music Group Corp. - Class A Common Stock,NASDAQ,WMG,Other,31.94,29.1,29.94,34.56,7.58,15.03,12.29,14.02,24.42,97.71,0.33,3.85,-0.59,11.04,True,True,17.93,False,True,True,False,False,False,True,True,True,True,False,True,True,True,21,32
RELY,"Remitly Global, Inc. - Common stock",NASDAQ,RELY,Other,20.23,19.74,16.5,24.28,16.7,-7.61,21.11,56.18,-6.02,141.13,0.32,4.33,0.0,16.61,True,False,17.91,False,True,False,False,False,False,True,True,True,True,False,True,True,True,21,18
BRX,Brixmor Property Group Inc. Common Stock,NYSE,BRX,Other,30.62,29.77,27.47,31.15,1.69,2.67,2.26,20.07,27.55,73.71,0.32,1.51,-0.29,6.69,True,False,17.76,False,True,False,False,True,True,True,True,True,True,True,True,True,False,21,12
SPG,"Simon Property Group, Inc. Common Stock",NYSE,SPG,Other,204.58,198.08,185.53,207.56,1.44,2.24,1.52,13.16,33.22,266.3,0.31,1.59,-0.15,4.96,True,False,17.76,True,True,False,False,True,True,True,True,True,True,True,True,True,True,21,33
CNI,Canadian National Railway Company Common Stock,NYSE,CNI,Other,118.71,109.64,100.65,118.8,0.08,9.83,6.47,28.9,15.38,126.61,0.45,1.74,-0.29,7.66,True,False,17.1,True,True,False,False,True,True,True,True,True,True,True,True,True,True,20,32
NEU,NewMarket Corp Common Stock,NYSE,NEU,Other,777.15,670.81,715.59,865.15,10.17,16.21,24.78,2.31,24.92,64.53,0.38,2.91,-0.06,15.89,True,False,17.24,False,False,False,False,True,True,True,True,True,False,False,False,True,True,20,15
CRL,"Charles River Laboratories International, Inc. Common Stock",NYSE,CRL,Other,184.16,169.13,176.3,226.77,18.79,12.41,3.18,3.43,35.17,162.82,0.52,5.47,-0.0,20.94,False,False,16.97,False,False,False,False,True,True,True,True,True,False,True,True,True,True,20,20
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),NYSE,BUD,Other,80.37,74.86,67.07,83.96,4.28,12.02,0.76,30.4,16.9,147.54,0.72,1.43,-1.62,5.91,True,True,17.23,True,True,True,False,False,False,True,True,True,True,True,True,True,True,20,47
SXT,Sensient Technologies Corporation Common Stock,NYSE,SXT,Other,114.9,103.91,98.61,124.21,7.49,-4.35,13.56,19.01,23.7,41.59,0.24,2.76,0.49,7.26,True,False,17.46,False,True,False,False,False,False,True,True,True,True,False,True,True,True,20,15
AUB,Atlantic Union Bankshares Corporation Common Stock,NYSE,AUB,Other,37.85,36.73,35.48,40.99,7.66,2.84,3.14,12.61,32.34,32.89,0.23,2.21,-0.45,7.7,True,False,17.63,True,True,False,False,True,True,True,True,True,True,True,True,True,True,20,33
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,NYSE,FMX,Other,119.29,115.37,102.11,124.87,4.47,6.5,7.88,28.95,15.69,60.38,0.53,2.24,-0.32,4.13,True,True,17.19,True,True,True,False,False,False,True,True,True,True,True,True,True,True,20,48
USB,U.S. Bancorp Common Stock,NYSE,USB,Other,54.55,54.41,51.32,60.07,9.19,-2.88,0.83,13.77,31.54,420.72,0.36,1.74,-0.06,5.79,True,True,16.62,True,True,True,False,True,False,True,True,True,True,True,True,True,True,19,47
INDB,Independent Bank Corp. - Common Stock,NASDAQ,INDB,Other,79.23,77.5,73.73,85.26,7.08,2.83,2.37,9.22,33.31,23.53,0.26,1.8,-0.19,5.84,True,False,16.85,True,True,False,False,True,True,True,True,True,True,True,True,True,True,19,32
LINE,"Lineage, Inc. - Common Stock",NASDAQ,LINE,Other,44.78,36.82,36.84,44.78,0.0,24.42,12.39,29.6,7.8,42.97,0.47,3.81,-0.43,15.83,False,False,16.92,False,False,False,False,True,True,True,True,True,True,False,False,True,True,19,16
ALV,"Autoliv, Inc. Common Stock",NYSE,ALV,Other,128.09,113.42,117.58,129.47,1.07,13.9,9.73,10.8,25.13,81.91,0.4,2.32,0.16,13.99,True,False,16.63,False,False,False,False,True,True,True,True,True,False,False,True,True,False,19,13
ENB,Enbridge Inc Common Stock,NYSE,ENB,Other,54.78,53.85,49.21,58.04,5.61,3.86,4.4,18.22,25.15,264.56,0.35,1.74,-0.11,7.06,True,False,16.79,True,True,False,False,False,False,True,True,True,True,True,True,True,True,19,32
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",NASDAQ,CHEF,Other,76.89,69.51,64.19,81.71,5.91,1.57,7.7,23.73,19.98,33.73,0.19,3.04,-0.08,9.55,True,False,16.81,True,True,False,False,False,False,True,True,True,True,True,True,True,True,19,35
HWC,Hancock Whitney Corporation - Common Stock,NASDAQ,HWC,Other,68.16,66.24,63.69,73.85,7.7,2.3,4.36,13.82,28.26,53.24,0.34,2.18,-0.27,7.95,True,False,16.55,True,True,False,False,True,True,True,True,True,True,True,True,True,True,18,32
NWE,"NorthWestern Energy Group, Inc.  - Common Stock",NASDAQ,NWE,Other,70.62,70.15,64.42,73.36,3.73,-1.0,1.97,6.7,35.42,28.11,0.45,2.05,-0.41,5.0,True,False,16.47,True,True,False,False,False,False,True,True,True,True,True,True,True,True,18,32
AIZ,"Assurant, Inc. Common Stock",NYSE,AIZ,Other,249.18,232.26,224.66,258.17,3.48,7.08,8.53,10.08,27.86,111.86,0.4,2.43,-0.29,6.19,True,True,16.58,True,True,True,False,False,True,True,True,True,True,True,True,True,True,18,48
FLG,"Flagstar Bank, N.A. Common Stock",NYSE,FLG,Other,14.16,13.77,12.76,14.81,4.39,2.53,11.67,16.92,22.35,51.05,0.23,2.26,-0.28,9.25,True,False,16.61,True,True,False,False,True,True,True,True,True,True,True,True,True,True,18,33
ETN,"Eaton Corporation, PLC Ordinary Shares",NYSE,ETN,Other,398.92,392.74,362.98,431.82,7.62,-2.62,6.74,19.2,23.92,1168.97,0.42,3.55,0.11,10.53,True,False,16.41,False,True,False,False,True,False,True,True,True,True,True,True,True,False,18,15
CON,"Concentra Group Holdings Parent, Inc. Common Stock",NYSE,CON,Other,25.32,23.14,21.68,26.14,3.12,13.36,6.23,20.66,19.3,22.46,0.21,3.46,-0.59,6.14,True,True,16.5,True,True,True,False,False,True,True,True,True,True,True,True,True,True,18,50
LEVI,Levi Strauss & Co Class A Common Stock,NYSE,LEVI,Other,23.11,21.29,21.19,24.19,4.44,5.6,4.94,7.87,31.51,58.37,0.35,3.07,-0.21,15.6,True,False,16.51,False,True,False,False,True,True,True,True,True,True,False,True,True,True,18,14
UBSI,"United Bankshares, Inc. - Common Stock",NASDAQ,UBSI,Other,43.42,42.75,39.41,45.08,3.68,0.21,6.16,16.62,25.14,30.06,0.25,1.79,-0.14,5.92,True,False,16.3,False,True,False,False,True,True,True,True,True,True,True,True,True,False,17,11
WSM,"Williams-Sonoma, Inc. Common Stock (DE)",NYSE,WSM,Other,204.99,185.35,191.84,219.79,6.74,13.14,0.08,14.97,26.43,228.66,0.31,3.58,0.08,20.89,True,False,16.39,False,False,False,False,True,True,True,True,True,False,False,False,True,True,17,15
HEI,Heico Corporation Common Stock,NYSE,HEI,Other,348.82,285.91,312.16,358.04,2.58,33.65,9.19,10.92,18.59,262.35,0.43,3.2,1.43,18.77,False,False,15.92,False,False,False,False,True,True,True,True,True,False,False,False,True,True,17,14
COLB,"Columbia Banking System, Inc. - Common Stock",NASDAQ,COLB,Other,29.64,28.83,27.57,32.03,7.46,1.79,4.18,6.97,32.32,78.72,0.44,2.13,-1.32,5.9,True,False,16.03,True,True,False,False,True,True,True,True,True,True,True,True,True,True,17,32
BZH,"Beazer Homes USA, Inc. Common Stock",NYSE,BZH,Other,25.6,21.44,22.96,27.73,7.68,20.93,0.08,12.87,25.12,21.88,0.31,5.52,0.44,19.26,True,True,16.02,False,False,False,False,True,True,True,True,True,False,False,False,True,True,17,34
NVCR,NovoCure Limited - Ordinary Shares,NASDAQ,NVCR,Other,17.21,14.01,13.01,19.4,11.29,44.26,25.9,36.16,-11.15,29.0,0.27,5.56,-0.17,11.6,True,True,15.99,True,True,True,False,False,False,True,True,True,True,True,True,True,True,17,54
SLF,Sun Life Financial Inc. Common Stock,NYSE,SLF,Other,72.14,68.01,62.15,72.59,0.62,3.3,11.11,23.07,15.43,63.0,0.32,1.55,-0.42,3.54,False,True,15.64,True,True,False,False,True,True,True,True,True,True,True,True,True,True,16,45
CZR,"Caesars Entertainment, Inc. - Common Stock",NASDAQ,CZR,Other,29.06,27.33,24.51,31.51,7.79,6.12,15.99,32.01,5.69,251.18,1.6,3.14,-0.22,8.66,False,True,15.69,False,True,False,False,True,True,True,True,True,True,False,True,True,True,16,28
PRMB,Primo Brands Corporation Class A Common Stock,NYSE,PRMB,Other,25.15,20.76,20.1,32.43,22.47,30.28,11.48,63.33,-21.62,100.62,0.53,4.22,-0.36,12.81,True,True,15.68,False,False,False,False,True,True,True,True,True,True,False,False,True,True,16,31
WTFC,Wintrust Financial Corporation - Common Stock,NASDAQ,WTFC,Other,150.74,145.09,138.93,160.74,6.22,2.21,5.03,11.24,28.2,57.28,0.47,2.06,-0.99,6.1,True,False,15.88,True,True,False,False,True,True,True,True,True,True,True,True,True,True,16,31
AAP,Advance Auto Parts Inc.,NYSE,AAP,Other,60.16,54.66,52.47,65.49,8.14,7.89,13.65,19.05,16.39,129.83,0.42,5.4,-1.35,25.03,False,False,15.79,False,False,False,False,True,True,True,True,True,True,False,False,True,True,16,18
TGTX,"TG Therapeutics, Inc. - Common Stock",NASDAQ,TGTX,Other,38.48,36.17,32.5,43.14,10.8,14.59,27.88,16.67,9.5,84.99,0.21,4.46,-0.03,6.6,True,True,15.84,False,True,True,False,False,False,True,True,True,True,False,True,True,True,16,31
CPAY,"Corpay, Inc. Common Stock",NYSE,CPAY,Other,363.82,317.82,309.99,363.82,0.0,18.52,11.91,24.6,10.66,187.88,0.4,3.62,-0.43,10.56,True,False,15.88,True,True,False,False,True,True,True,True,True,True,True,True,True,True,16,34
D,"Dominion Energy, Inc. Common Stock",NYSE,D,Other,66.9,63.19,60.65,68.29,2.04,7.04,5.96,11.11,25.27,572.89,0.56,1.92,-0.93,10.85,False,False,15.33,False,True,False,False,False,True,True,True,True,True,True,True,True,False,15,11
MTCH,"Match Group, Inc. - Common Stock",NASDAQ,MTCH,Other,36.42,34.5,33.34,38.67,5.83,-1.5,15.96,10.39,22.07,135.91,0.19,3.18,0.0,5.39,True,True,14.99,False,True,True,False,True,True,True,True,True,True,False,True,True,False,15,28
DOC,"Healthpeak Properties, Inc. Common Stock",NYSE,DOC,Other,19.36,17.55,17.1,20.03,3.32,21.75,11.42,10.79,19.26,166.52,0.44,3.05,-0.46,6.87,True,True,15.4,False,True,True,False,False,True,True,True,True,True,False,True,True,False,15,28
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),NYSE,BMA,Other,90.83,75.11,73.47,102.31,11.21,24.57,19.91,21.98,4.57,24.96,0.87,5.61,0.32,25.25,False,False,14.86,False,False,False,False,True,True,True,True,True,False,True,True,True,True,15,18
EGP,"EastGroup Properties, Inc. Common Stock",NYSE,EGP,Other,202.89,196.6,180.95,206.98,1.98,2.4,4.23,14.04,24.68,62.85,0.32,1.45,-0.14,4.11,True,False,15.17,True,True,False,False,False,False,True,True,True,True,True,True,True,True,15,30
TBBB,BBB Foods Inc. Class A Common Shares,NYSE,TBBB,Other,36.93,36.22,32.2,39.15,5.67,3.27,1.32,14.8,24.76,26.02,8.9,5.09,3.09,15.52,False,False,14.93,True,True,False,False,True,True,True,True,True,True,True,True,True,True,15,37
ALLY,Ally Financial Inc. Common Stock,NYSE,ALLY,Other,43.02,41.98,41.0,46.41,7.31,-1.14,9.82,7.07,26.96,126.5,0.55,2.36,0.09,6.51,True,False,14.76,False,True,False,False,True,True,True,True,True,True,True,True,True,False,15,11
FIVN,"Five9, Inc. - Common Stock",NASDAQ,FIVN,Other,24.12,18.16,20.39,29.56,18.4,41.47,38.3,24.07,-11.03,99.31,0.71,7.99,2.89,18.0,True,False,14.62,False,False,False,False,True,True,True,True,True,False,False,False,True,True,14,22
KIM,Kimco Realty Corporation (HC) Common Stock,NYSE,KIM,Other,24.08,23.34,21.64,24.54,1.89,1.84,3.37,19.24,20.28,95.9,0.17,1.39,-0.17,7.02,True,False,14.74,False,True,False,False,True,True,True,True,True,True,True,True,True,False,14,9
IEX,IDEX Corporation Common Stock,NYSE,IEX,Power,212.07,203.02,183.98,217.42,2.46,-2.08,1.6,23.0,19.17,134.61,0.26,1.81,-0.49,4.83,True,False,14.68,True,True,False,False,True,True,True,True,True,True,True,True,True,True,14,30
FNB,F.N.B. Corporation Common Stock,NYSE,FNB,Other,17.51,17.34,16.73,18.79,6.79,-0.11,3.79,6.36,29.65,78.84,0.4,1.86,-0.23,4.4,True,True,14.52,True,True,True,False,True,False,True,True,True,True,True,True,True,True,14,45
DLR,"Digital Realty Trust, Inc. Common Stock",NYSE,DLR,Other,190.78,190.5,171.54,203.91,6.44,-1.94,8.4,23.03,15.78,341.13,0.38,1.86,-0.05,5.21,True,False,14.71,False,True,False,False,False,False,True,True,True,True,True,True,True,False,14,10
WPC,W. P. Carey Inc. REIT,NYSE,WPC,Other,74.32,71.93,67.73,75.01,0.92,3.14,0.94,13.63,25.06,87.7,0.27,1.26,0.15,3.23,True,False,14.62,False,True,False,False,False,True,True,True,True,True,True,True,True,False,14,9
RNST,Renasant Corporation Common Stock,NYSE,RNST,Other,40.89,38.97,37.15,41.53,1.54,2.69,9.31,16.06,18.8,26.08,0.21,1.92,0.05,6.99,True,False,14.47,False,True,False,False,True,True,True,True,True,True,True,True,True,False,14,10
BA,Boeing Company (The) Common Stock,NYSE,BA,Other,230.99,219.26,219.51,252.15,8.39,3.07,1.52,26.61,14.64,1600.69,0.49,2.81,-0.15,7.92,True,False,14.45,False,False,False,False,True,True,True,True,True,True,False,False,True,False,13,11
HWKN,"Hawkins, Inc. - Common Stock",NASDAQ,HWKN,Other,157.34,156.44,153.36,184.03,14.5,-4.39,5.53,21.44,18.03,22.06,0.14,4.54,-1.1,11.33,True,False,14.31,False,False,False,False,True,False,True,True,True,True,False,False,True,True,13,15
PVH,PVH Corp. Common Stock,NYSE,PVH,Other,92.96,84.46,77.22,98.81,5.93,2.15,35.58,13.44,7.53,77.43,0.31,4.24,-0.5,21.38,True,False,14.38,False,True,False,False,True,True,True,True,True,True,False,True,True,True,13,14
WKC,World Kinect Corporation Common Stock,NYSE,WKC,Other,28.75,25.53,25.15,29.5,2.54,6.44,16.23,22.91,7.63,20.73,0.22,2.49,-1.51,6.26,True,False,13.81,False,True,False,False,False,True,True,True,True,True,False,True,True,False,13,11
WSC,WillScot Holdings Corporation - Class A Common Stock,NASDAQ,WSC,Other,25.86,21.56,21.15,31.34,17.49,17.23,20.07,35.19,-5.14,75.15,0.21,4.9,-0.31,13.88,True,True,14.24,False,False,False,False,True,True,True,True,True,True,False,False,True,True,13,31
MC,Moelis & Company Class A Common Stock,NYSE,MC,Other,67.29,62.42,65.57,76.21,11.71,1.37,14.5,7.09,22.57,53.47,0.25,3.39,-0.06,9.34,True,False,14.19,False,False,False,False,True,True,True,True,True,False,False,False,True,True,13,13
CP,Canadian Pacific Kansas City Limited Common Shares,NYSE,CP,Other,89.73,83.4,77.58,91.26,1.68,6.47,2.66,25.71,11.84,265.92,0.48,2.27,-0.31,7.44,False,False,13.62,True,True,False,False,True,True,True,True,True,True,True,True,True,True,12,30
MTB,M&T Bank Corporation Common Stock,NYSE,MTB,Other,215.85,212.15,202.75,236.36,8.68,0.14,0.17,14.35,22.56,186.63,0.39,1.76,0.09,6.8,True,False,13.38,False,True,False,False,True,True,True,True,True,True,True,True,True,False,12,9
MSCI,MSCI Inc. Common Stock,NYSE,MSCI,Other,638.61,569.4,562.41,638.61,0.0,7.15,12.08,14.3,15.08,373.22,0.63,2.67,0.09,12.8,False,False,13.45,False,True,False,False,True,True,True,True,True,True,True,True,True,False,12,11
ELV,"Elevance Health, Inc. Common Stock",NYSE,ELV,Other,393.94,344.83,332.44,402.27,2.07,4.6,23.87,18.48,6.46,584.02,0.35,2.33,0.81,6.02,True,True,13.36,True,True,True,False,True,True,True,True,True,True,True,True,True,True,12,45
FHN,First Horizon Corporation Common Stock,NYSE,FHN,Other,24.24,23.85,23.01,26.03,6.87,-0.7,2.68,9.84,25.36,79.33,0.27,1.93,-0.21,5.78,True,True,13.56,False,True,True,False,True,True,True,True,True,True,True,True,True,False,12,24
TSLA,"Tesla, Inc.  - Common Stock",NASDAQ,TSLA,Other,437.36,391.83,412.14,489.88,10.72,17.32,8.66,4.28,22.55,21854.48,0.51,3.6,-0.51,11.88,True,True,13.77,False,False,False,False,True,True,True,True,True,False,True,True,True,True,12,28
ASB,Associated Banc-Corp Common Stock,NYSE,ASB,Other,27.88,27.24,26.18,29.1,4.2,0.14,6.53,7.43,25.11,45.08,0.29,1.91,-0.68,5.2,True,False,13.6,False,True,False,False,True,False,True,True,True,True,True,True,True,False,12,9
MASI,Masimo Corporation - Common Stock,NASDAQ,MASI,Other,178.43,178.4,154.89,178.81,0.22,-0.02,1.75,21.8,15.11,160.59,0.34,0.18,0.03,0.33,True,False,12.93,True,True,False,False,False,False,True,True,True,True,True,True,True,True,11,25
FHB,"First Hawaiian, Inc. - Common Stock",NASDAQ,FHB,Other,27.17,26.09,25.11,27.41,0.88,1.89,10.82,9.42,19.89,42.42,0.23,2.08,-0.15,6.87,True,False,13.14,False,True,False,False,True,True,True,True,True,True,True,True,True,False,11,9
AKR,Acadia Realty Trust Common Stock,NYSE,AKR,Other,22.14,20.84,20.02,22.44,1.34,2.26,6.96,9.47,20.9,20.65,0.23,1.63,0.22,7.32,True,False,12.82,False,True,False,False,True,True,True,True,True,True,True,True,True,False,11,8
MFC,Manulife Financial Corporation Common Stock,NYSE,MFC,Other,38.21,37.46,34.69,40.03,4.55,0.1,7.51,9.29,22.47,97.84,0.4,1.68,-1.31,5.71,False,True,13.29,False,True,False,False,False,False,True,True,True,True,True,True,True,False,11,23
GBCI,"Glacier Bancorp, Inc. Common Stock",NYSE,GBCI,Other,47.72,47.11,46.03,52.83,9.67,-0.87,5.65,12.01,19.4,37.52,0.36,2.09,-0.44,6.96,True,True,12.41,False,True,True,False,True,True,True,True,True,True,False,True,True,False,11,24
TROW,"T. Rowe Price Group, Inc. - Common Stock",NASDAQ,TROW,Other,105.66,97.63,99.28,107.41,1.63,5.17,13.32,7.33,18.47,186.03,0.36,2.03,-0.23,5.16,True,False,12.77,False,False,False,False,True,True,True,True,True,False,False,True,True,False,11,9
PECO,"Phillips Edison & Company, Inc. - Common Stock",NASDAQ,PECO,Other,40.17,38.84,35.95,40.85,1.66,1.1,3.12,14.98,19.62,35.65,0.27,1.53,-0.27,4.68,True,False,13.08,False,True,False,False,False,True,True,True,True,True,True,True,True,False,11,8
WRLD,World Acceptance Corporation - Common Stock,NASDAQ,WRLD,Other,167.08,146.87,148.93,184.43,9.41,9.02,23.87,8.83,9.49,24.64,0.67,4.31,0.0,14.08,True,False,12.12,False,False,False,False,True,True,True,True,True,True,False,False,True,True,10,13
RL,Ralph Lauren Corporation Common Stock,NYSE,RL,Other,364.35,357.1,342.03,389.52,6.46,1.36,0.76,0.49,29.72,269.93,0.37,3.38,-0.37,20.55,False,False,12.32,True,True,False,False,True,True,True,True,True,True,True,True,True,True,10,31
MET,"MetLife, Inc. Common Stock",NYSE,MET,Other,83.61,76.18,76.75,84.3,0.82,6.7,16.9,12.03,10.43,253.03,0.32,2.18,-0.12,8.42,True,False,11.83,False,True,False,False,True,True,True,True,True,True,False,True,True,False,10,9
VRSN,"VeriSign, Inc. - Common Stock",NASDAQ,VRSN,Other,285.73,273.58,256.2,310.0,7.83,5.1,25.69,12.47,7.48,223.49,0.51,2.74,0.15,10.67,True,False,12.38,False,True,False,False,False,False,True,True,True,True,False,True,True,True,10,10
GTLS,"Chart Industries, Inc. Common Stock",NYSE,GTLS,Other,207.72,207.57,204.43,208.4,0.33,-0.09,0.2,1.87,28.7,229.89,0.32,0.2,-0.12,0.83,True,False,12.07,True,True,False,False,True,True,True,True,True,True,True,True,True,True,10,25
CDP,COPT Defense Properties Common Shares of Beneficial Interest,NYSE,CDP,Other,32.19,31.66,29.79,32.63,1.35,4.04,2.35,7.24,22.62,26.0,0.38,1.76,-0.46,6.37,True,False,12.09,False,True,False,False,True,True,True,True,True,True,True,True,True,False,10,8
COLM,Columbia Sportswear Company - Common Stock,NASDAQ,COLM,Other,66.33,59.11,55.66,67.79,2.15,11.12,8.18,23.58,4.17,36.8,0.3,3.74,-0.87,17.28,True,False,11.49,True,True,False,False,True,True,True,True,True,True,True,True,True,True,9,32
SEM,Select Medical Holdings Corporation Common Stock,NYSE,SEM,Other,16.5,16.36,14.72,16.54,0.24,0.44,11.11,6.83,14.58,28.92,0.21,0.21,-0.06,0.67,True,False,10.15,True,True,False,False,False,True,True,True,True,True,True,True,True,True,9,24
RBRK,"Rubrik, Inc. Class A Common Stock",NYSE,RBRK,Other,77.37,55.66,68.11,99.74,22.43,44.13,48.9,12.31,-17.77,202.48,0.86,5.26,2.39,21.34,True,False,10.78,False,False,False,False,True,True,True,True,True,False,False,False,True,True,9,15
HEI-A,Heico Corporation Common Stock,NYSE,HEI-A,Other,258.03,217.35,241.28,276.13,6.55,28.19,7.46,4.95,10.84,81.73,0.34,2.78,-0.68,17.68,False,False,10.13,False,False,False,False,True,True,True,True,True,False,False,False,True,False,9,10
TRNO,Terreno Realty Corporation Common Stock,NYSE,TRNO,Other,65.87,64.64,60.86,67.13,1.88,1.67,0.56,7.16,20.55,44.73,0.29,1.68,0.24,4.07,False,False,10.65,False,True,False,False,False,False,True,True,True,True,True,True,True,False,9,7
CVSA,Covista Inc. Common Shares,NYSE,CVSA,Other,119.47,117.78,116.88,154.45,22.65,4.23,21.91,33.32,-9.94,36.44,0.36,4.07,-0.2,11.33,True,True,10.83,False,True,False,False,False,False,True,True,True,True,False,True,True,True,9,27
ONB,Old National Bancorp - Common Stock,NASDAQ,ONB,Other,24.01,23.29,22.49,25.72,6.65,1.95,4.58,11.06,16.92,62.42,0.26,1.87,0.0,5.83,True,False,11.2,False,True,False,False,True,True,True,True,True,True,True,True,True,False,9,8
GNTX,Gentex Corporation - Common Stock,NASDAQ,GNTX,Other,24.31,22.58,24.06,28.63,15.09,6.14,4.45,8.02,15.47,43.14,0.38,2.27,0.0,9.3,True,False,10.1,False,False,False,False,True,True,True,True,True,False,False,False,True,False,8,8
UNM,Unum Group Common Stock,NYSE,UNM,Other,83.94,78.4,75.23,84.52,0.69,3.26,17.72,10.98,6.66,87.32,0.25,1.85,-0.13,5.35,True,False,9.83,False,True,False,False,True,True,True,True,True,True,True,True,True,False,8,7
OZK,Bank OZK - Common Stock,NASDAQ,OZK,Other,48.56,47.15,47.2,51.65,5.98,2.23,5.32,7.75,13.23,43.38,0.19,1.98,0.0,5.68,True,False,8.91,False,False,False,False,True,True,True,True,True,True,False,False,True,False,8,8
HOG,"Harley-Davidson, Inc. Common Stock",NYSE,HOG,Other,24.25,22.65,23.31,30.28,19.92,2.67,36.14,2.08,2.3,70.4,0.18,4.69,0.0,13.9,True,False,9.04,False,True,False,False,True,False,True,True,True,True,False,True,True,True,8,13
NDAQ,"Nasdaq, Inc. - Common Stock",NASDAQ,NDAQ,Other,93.4,88.31,89.81,100.66,7.21,2.33,6.98,5.43,14.52,266.63,0.52,2.15,0.0,5.26,True,False,9.07,False,False,False,False,True,True,True,True,True,False,False,False,True,False,8,8
