symbol,name,exchange,yf_ticker,sector,close,sma50,sma200,high_52w,pct_off_high,r1m,r3m,r6m,r12m,turnover_cr,vol_surge,adr_pct,gap_pct,tightness_pct,vol_dryup,contracting,momentum,trend_template,stage2,vcp_setup,qm_breakout,price_gt_sma10,price_gt_sma20,price_gt_sma50,price_gt_sma150,price_gt_sma200,sma50_gt_sma150,sma150_gt_sma200,sma200_rising,within_25_of_high,above_30_of_low,rs_rating,setup_quality
BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",NYSE,BW,Other,18.23,16.9,8.75,21.85,16.57,23.34,105.76,209.51,2350.27,78.38,0.51,10.63,-0.26,22.6,True,True,1026.45,True,True,False,False,False,False,True,True,True,True,True,True,True,True,100,100
BE,Bloom Energy Corporation Class A Common Stock,NYSE,BE,Other,273.8,223.44,138.15,307.88,11.07,-4.92,75.88,190.38,1297.63,2701.28,0.69,8.45,-3.45,29.61,True,False,590.85,True,True,False,False,False,False,True,True,True,True,True,True,True,True,100,82
ASTC,Astrotech Corporation - Common Stock,NASDAQ,ASTC,Other,66.85,5.08,4.15,66.85,0.0,1831.94,2278.83,2098.85,1032.97,245.67,3.22,27.74,28.37,99.65,False,False,1681.8,False,True,False,False,True,True,True,True,True,True,False,True,True,True,100,65
SNDK,Sandisk Corporation - Common Stock When-Issued,NASDAQ,SNDK,Other,1671.61,1078.14,488.13,1671.61,0.0,57.08,163.1,658.1,4232.85,20590.72,0.31,8.45,2.54,25.81,True,False,1928.9,True,True,False,False,True,True,True,True,True,True,True,True,True,True,100,82
AEHR,Aehr Test Systems - Common Stock,NASDAQ,AEHR,Other,93.19,76.33,39.33,109.92,15.22,13.92,148.98,333.47,826.39,243.32,0.32,12.21,1.01,37.81,True,False,461.78,True,True,False,False,False,False,True,True,True,True,True,True,True,True,99,85
CELC,Celcuity Inc. - Common Stock,NASDAQ,CELC,Other,133.64,123.49,94.56,144.98,7.82,12.3,19.63,34.88,1172.76,163.82,0.61,6.75,0.14,12.26,True,True,484.73,True,True,True,False,False,False,True,True,True,True,True,True,True,True,99,93
MXL,"MaxLinear, Inc - Common Stock",NASDAQ,MXL,Other,93.51,53.33,25.96,102.27,8.57,38.49,436.49,504.85,718.1,472.36,1.11,12.87,1.51,27.84,False,True,529.84,True,True,False,False,False,True,True,True,True,True,True,True,True,True,99,100
MU,"Micron Technology, Inc. - Common Stock",NASDAQ,MU,Other,952.1,557.16,338.5,952.1,0.0,83.64,130.98,324.39,892.28,41322.07,0.73,7.17,3.57,34.53,False,False,488.79,True,True,False,False,True,True,True,True,True,True,True,True,True,True,99,79
PL,Planet Labs PBC Class A Common Stock,NYSE,PL,Other,49.03,37.62,21.87,51.4,4.62,43.85,103.09,317.95,1128.7,435.46,0.8,9.92,-4.43,28.03,True,False,571.86,True,True,False,False,True,True,True,True,True,True,True,True,True,True,99,84
ONDS,Ondas Inc - Common Stock,NASDAQ,ONDS,Other,12.77,9.92,8.9,14.01,8.82,34.62,26.74,51.36,1093.93,865.73,1.55,9.86,-3.85,37.65,False,False,461.79,True,True,False,False,True,True,True,True,True,True,True,True,True,True,99,84
HUT,Hut 8 Corp. - Common Stock,NASDAQ,HUT,Other,124.71,78.61,53.01,124.71,0.0,75.65,134.29,212.09,702.51,555.23,0.44,8.38,-0.89,31.94,True,False,379.05,True,True,False,False,True,True,True,True,True,True,True,True,True,True,98,81
VICR,Vicor Corporation - Common Stock,NASDAQ,VICR,Other,323.0,233.85,137.13,345.84,6.6,25.83,60.38,266.42,663.23,261.29,0.35,9.13,1.51,40.52,True,False,359.88,True,True,False,False,True,True,True,True,True,True,True,True,True,True,98,82
WDC,Western Digital Corporation - Common Stock,NASDAQ,WDC,Other,523.29,398.02,230.37,531.18,1.48,26.78,87.18,237.15,903.92,3534.51,0.38,6.05,2.09,22.84,True,False,452.83,True,True,False,False,True,True,True,True,True,True,True,True,True,True,98,76
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),NASDAQ,STX,Other,874.18,616.32,366.93,880.72,0.74,35.89,114.72,235.26,654.6,3202.74,0.37,5.67,1.62,24.05,True,False,358.95,True,True,False,False,True,True,True,True,True,True,True,True,True,True,98,75
VSAT,"ViaSat, Inc. - Common Stock",NASDAQ,VSAT,Other,81.15,62.21,43.45,86.69,6.39,36.89,77.26,145.83,778.25,151.85,1.36,6.09,-11.21,27.84,False,False,374.19,True,True,False,False,True,True,True,True,True,True,True,True,True,True,98,76
TE,T1 Energy Inc. Common Stock,NYSE,TE,Other,10.28,6.01,5.17,10.96,6.21,110.22,66.88,212.46,771.18,326.77,0.8,13.2,0.74,59.14,False,False,396.61,False,False,False,False,True,True,True,True,True,False,True,True,True,True,98,64
PRAX,"Praxis Precision Medicines, Inc. - Common Stock",NASDAQ,PRAX,Other,338.07,326.4,229.9,357.13,5.34,4.6,0.39,83.48,812.96,117.84,0.34,6.11,0.0,17.67,True,False,350.77,True,True,False,False,False,False,True,True,True,True,True,True,True,True,98,76
CIEN,Ciena Corporation Common Stock,NYSE,CIEN,Other,553.34,501.1,282.16,602.39,8.14,16.4,58.69,181.97,569.1,1037.82,0.57,6.11,-0.73,19.26,True,False,295.61,True,True,False,False,False,False,True,True,True,True,True,True,True,True,97,76
UMAC,"Unusual Machines, Inc. Common Stock",AMEX,UMAC,Other,30.05,15.18,13.43,30.05,0.0,118.7,120.15,257.31,491.54,161.59,3.51,12.19,-1.0,63.04,False,False,309.71,True,True,False,False,True,True,True,True,True,True,True,True,True,True,97,84
BAND,Bandwidth Inc. - Class A Common Stock,NASDAQ,BAND,Other,62.18,33.25,19.58,62.18,0.0,156.94,319.57,332.41,321.85,65.93,0.51,8.12,1.37,17.86,True,True,308.07,True,True,True,True,True,True,True,True,True,True,True,True,True,True,97,95
DOCN,"DigitalOcean Holdings, Inc. Common Stock",NYSE,DOCN,Other,155.62,112.94,63.49,163.95,5.08,60.65,177.6,246.6,450.5,597.47,0.28,7.9,2.01,17.21,True,True,295.77,True,True,True,True,True,True,True,True,True,True,True,True,True,True,97,94
AGL,"agilon health, inc. Common Stock",NYSE,AGL,Other,93.19,38.86,25.39,93.19,0.0,234.13,532.87,483.35,58.62,37.06,0.23,14.5,1.21,23.19,True,True,298.44,False,True,True,True,True,True,True,True,True,True,False,True,True,True,97,79
OSS,"One Stop Systems, Inc. - Common Stock",NASDAQ,OSS,Other,17.82,11.49,8.21,17.91,0.5,102.73,115.87,286.55,545.65,38.77,0.6,11.76,1.17,23.23,True,True,337.67,True,True,True,True,True,True,True,True,True,True,True,True,True,True,97,99
INTC,Intel Corporation - Common Stock,NASDAQ,INTC,Other,117.93,82.51,49.18,129.44,8.89,24.46,158.56,229.14,478.94,15630.18,0.49,7.6,2.41,20.55,True,True,294.48,True,True,True,True,True,True,True,True,True,True,True,True,True,True,97,94
VPG,"Vishay Precision Group, Inc. Common Stock",NYSE,VPG,Other,122.0,66.65,44.95,125.92,3.11,116.81,164.81,262.45,367.79,66.83,0.93,8.85,-0.97,34.16,False,False,270.5,True,True,False,False,True,True,True,True,True,True,True,True,True,True,96,81
TSEM,Tower Semiconductor Ltd. - Ordinary Shares,NASDAQ,TSEM,Other,248.0,217.27,128.84,288.53,14.05,24.51,98.61,153.06,497.73,586.38,0.77,8.0,2.8,27.08,True,False,267.18,True,True,False,False,False,False,True,True,True,True,True,True,True,True,96,79
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",NASDAQ,LPTH,Other,17.18,13.01,9.8,18.15,5.34,40.94,64.72,148.63,571.09,57.92,1.14,11.93,-1.35,47.96,False,False,290.06,True,True,False,False,True,True,True,True,True,True,True,True,True,True,96,83
AMPX,"Amprius Technologies, Inc. Common Stock",NYSE,AMPX,Other,20.0,18.27,12.87,22.69,11.86,-1.67,86.39,86.39,571.14,182.87,0.54,9.87,-1.73,39.3,False,False,271.49,True,True,False,False,True,True,True,True,True,True,True,True,True,True,96,83
CIFR,Cipher Digital Inc. - Common Stock,NASDAQ,CIFR,Other,23.4,18.09,15.92,25.16,7.0,38.3,50.0,33.56,598.51,566.7,0.45,9.92,-0.85,33.93,True,False,263.3,True,True,False,False,True,True,True,True,True,True,True,True,True,True,96,83
APLD,Applied Digital Corporation - Common Stock,NASDAQ,APLD,Other,46.81,34.37,29.24,49.65,5.72,43.22,71.65,97.18,543.88,983.84,0.48,9.94,-0.4,32.14,True,False,265.36,True,True,False,False,True,True,True,True,True,True,True,True,True,True,96,83
NBIS,Nebius Group N.V. - Class A Ordinary Shares,NASDAQ,NBIS,Other,220.9,158.8,112.54,226.34,2.41,56.45,142.24,148.53,457.82,3699.58,0.7,9.39,0.51,22.91,True,True,261.78,True,True,True,True,True,True,True,True,True,True,True,True,True,True,95,97
RKLB,Rocket Lab Corporation - Common Stock,NASDAQ,RKLB,Other,139.7,91.18,69.1,150.23,7.01,81.38,102.17,227.93,382.89,3522.42,0.79,9.29,-5.69,25.6,False,True,250.11,True,True,False,True,True,True,True,True,True,True,True,True,True,True,95,96
IREN,IREN Limited - Ordinary Shares,NASDAQ,IREN,Other,61.69,47.73,45.68,76.41,19.26,43.93,50.65,29.96,596.28,3243.0,0.71,9.48,0.96,35.87,False,False,262.02,True,True,False,False,True,True,True,True,True,True,True,True,True,True,95,82
URGN,UroGen Pharma Ltd. - Ordinary Shares,NASDAQ,URGN,Other,28.21,23.72,21.43,31.33,9.96,20.87,30.0,1.88,596.54,25.63,0.49,6.62,-0.77,11.86,True,True,247.27,True,True,True,False,False,False,True,True,True,True,True,True,True,True,95,91
NVTS,Navitas Semiconductor Corporation - Common Stock,NASDAQ,NVTS,Other,26.33,15.71,10.5,31.79,17.16,70.12,192.61,227.96,327.52,815.31,0.5,14.46,0.84,61.97,False,False,244.93,True,True,False,False,True,True,True,True,True,True,True,True,True,True,95,83
TTMI,"TTM Technologies, Inc. - Common Stock",NASDAQ,TTMI,Other,176.93,136.81,87.85,196.95,10.16,28.68,69.74,158.26,490.57,442.88,1.34,7.55,0.54,29.56,False,False,260.52,True,True,False,False,False,True,True,True,True,True,True,True,True,True,95,78
WULF,TeraWulf Inc. - Common Stock,NASDAQ,WULF,Other,25.11,20.21,14.86,26.74,6.08,25.45,54.84,80.16,562.66,662.81,0.51,6.99,-0.34,30.5,True,False,262.63,True,True,False,False,True,True,True,True,True,True,True,True,True,True,95,77
VSH,"Vishay Intertechnology, Inc. Common Stock",NYSE,VSH,Other,50.92,28.92,19.31,52.24,2.53,83.17,173.57,287.82,269.59,249.76,1.17,6.75,0.77,40.61,False,False,237.21,True,True,False,False,True,True,True,True,True,True,True,True,True,True,94,76
SATS,EchoStar Corporation - Common stock,NASDAQ,SATS,Other,127.13,124.4,97.17,141.8,10.35,6.14,10.04,79.06,537.24,782.94,0.8,6.04,-3.67,21.79,False,False,241.24,True,True,False,False,False,False,True,True,True,True,True,True,True,True,94,74
ICHR,Ichor Holdings - Ordinary Shares,NASDAQ,ICHR,Other,70.16,62.32,34.19,76.95,8.82,10.09,47.55,332.82,330.17,80.87,0.54,7.46,0.78,20.65,False,True,242.43,True,True,False,False,True,False,True,True,True,True,True,True,True,True,94,92
FCEL,"FuelCell Energy, Inc. - Common Stock",NASDAQ,FCEL,Other,21.99,12.37,8.74,26.38,16.64,61.22,170.15,265.28,291.98,231.55,0.85,18.15,-1.19,52.57,False,False,236.53,True,True,False,False,False,True,True,True,True,True,True,True,True,True,94,82
VELO,"Velo3D, Inc. - Common stock",NASDAQ,VELO,Other,23.4,14.47,10.14,25.8,9.3,81.54,129.86,362.45,225.0,63.15,0.67,14.22,-3.85,46.62,False,False,232.86,True,True,False,False,True,True,True,True,True,True,True,True,True,True,94,82
VIAV,Viavi Solutions Inc. - Common Stock,NASDAQ,VIAV,Other,47.51,44.62,24.83,55.33,14.13,4.35,59.91,171.8,415.85,338.06,0.65,7.4,-0.12,19.34,False,False,230.3,True,True,False,False,False,False,True,True,True,True,True,True,True,True,94,77
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",NASDAQ,LUNR,Other,42.22,27.06,16.82,45.7,7.61,70.31,156.19,349.63,244.93,571.13,0.87,14.34,-6.65,37.49,False,False,241.13,True,True,False,False,True,True,True,True,True,True,True,True,True,True,94,82
LAR,Lithium Argentina AG Common Shares,NYSE,LAR,Other,10.34,8.88,6.19,11.79,12.3,7.48,27.81,99.23,480.9,31.6,0.19,6.85,-0.29,18.28,True,False,228.44,True,True,False,False,True,False,True,True,True,True,True,True,True,True,93,76
ALM,Almonty Industries Inc. - Common Shares,NASDAQ,ALM,Other,19.9,19.02,11.58,23.42,15.02,0.67,8.23,221.01,378.14,83.05,0.44,7.73,0.05,23.97,True,False,219.27,True,True,False,False,True,True,True,True,True,True,True,True,True,True,93,77
BRUN,Boost Run Inc. - Class A Common Stock,NASDAQ,BRUN,Other,35.7,17.24,13.06,35.7,0.0,110.12,234.58,201.9,251.72,43.03,2.29,16.75,19.81,51.09,False,False,219.19,True,True,False,False,True,True,True,True,True,True,True,True,True,True,93,82
STRL,"Sterling Infrastructure, Inc. - Common Stock",NASDAQ,STRL,Other,865.07,581.74,408.19,889.03,2.7,84.15,102.06,159.81,360.31,615.57,1.08,6.46,0.84,19.36,False,True,220.89,True,True,False,True,True,True,True,True,True,True,True,True,True,True,93,90
PIII,P3 Health Partners Inc. - Class A Common Stock,NASDAQ,PIII,Other,14.02,4.86,5.46,16.47,14.87,400.75,561.37,139.68,89.73,43.23,0.08,26.98,-0.73,84.43,True,False,230.14,False,True,False,False,True,True,True,True,True,True,False,True,True,True,93,62
AIP,"Arteris, Inc.  - Common Stock",NASDAQ,AIP,Other,35.4,25.72,16.77,37.91,6.62,30.97,108.36,159.53,363.96,40.09,0.59,7.42,1.16,19.27,False,True,218.21,True,True,False,False,False,True,True,True,True,True,True,True,True,True,93,92
UCTT,"Ultra Clean Holdings, Inc. - Common Stock",NASDAQ,UCTT,Other,84.11,75.35,44.5,91.58,8.16,16.8,38.61,237.78,314.93,84.25,0.93,7.13,0.94,23.78,True,False,206.71,True,True,False,False,True,True,True,True,True,True,True,True,True,True,92,76
DNTH,"Dianthus Therapeutics, Inc. - Common Stock",NASDAQ,DNTH,Other,91.94,86.87,53.32,95.76,3.98,10.11,66.6,108.54,420.05,42.46,0.45,5.55,0.73,13.42,True,False,214.91,True,True,False,False,True,True,True,True,True,True,True,True,True,True,92,72
DELL,Dell Technologies Inc. Class C Common Stock,NYSE,DELL,Other,406.94,215.34,153.38,406.94,0.0,97.87,175.66,225.59,263.13,2601.94,3.67,5.93,31.84,49.61,False,False,217.85,True,True,False,False,True,True,True,True,True,True,True,True,True,True,92,73
BKSY,BlackSky Technology Inc. Class A Common Stock,NYSE,BKSY,Other,47.89,36.02,24.76,51.63,7.24,51.26,154.06,179.57,296.77,106.95,0.78,11.73,-5.11,30.53,False,False,208.52,True,True,False,False,True,True,True,True,True,True,True,True,True,True,92,81
SYRE,"Spyre Therapeutics, Inc. - Common Stock",NASDAQ,SYRE,Other,72.48,63.92,36.59,76.43,5.17,0.82,68.52,148.22,380.64,71.59,0.13,5.57,0.0,17.12,True,False,210.51,True,True,False,False,True,False,True,True,True,True,True,True,True,True,92,73
POWL,"Powell Industries, Inc. - Common Stock",NASDAQ,POWL,Other,279.51,245.79,154.77,321.94,13.18,10.3,60.2,168.51,384.2,208.09,0.48,6.57,-0.58,16.76,True,False,217.3,True,True,False,False,False,False,True,True,True,True,True,True,True,True,92,75
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ,AMD,Other,504.51,327.91,237.52,518.09,2.62,49.66,151.99,144.75,347.02,16819.65,0.34,5.65,0.45,26.53,True,False,217.6,True,True,False,False,True,True,True,True,True,True,True,True,True,True,92,73
ACMR,"ACM Research, Inc. - Class A Common Stock",NASDAQ,ACMR,Other,88.81,55.22,45.19,92.86,4.37,82.54,59.49,168.29,291.04,131.32,0.97,8.58,0.15,39.37,False,False,187.06,True,True,False,False,True,True,True,True,True,True,True,True,True,True,91,78
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,LASR,Other,72.89,69.95,46.65,84.95,14.2,12.19,29.72,119.22,366.35,100.74,0.46,8.81,0.39,23.69,True,False,189.47,True,True,False,False,False,False,True,True,True,True,True,True,True,True,91,79
ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ,ALAB,Other,340.57,190.37,173.83,349.17,2.46,73.01,186.6,135.23,253.07,1566.7,0.45,9.6,-0.34,42.43,True,False,186.42,False,True,False,False,True,True,True,True,True,True,False,True,True,True,91,60
FLEX,Flex Ltd. - Ordinary Shares,NASDAQ,FLEX,Other,151.82,98.25,70.22,151.82,0.0,67.57,140.91,164.73,260.79,925.84,0.78,5.47,1.15,21.1,True,True,188.67,True,True,True,True,True,True,True,True,True,True,True,True,True,True,91,87
PENG,"Penguin Solutions, Inc. - Common Stock",NASDAQ,PENG,Other,56.94,32.19,24.22,56.94,0.0,99.7,173.99,199.19,216.48,172.66,1.23,9.29,10.88,32.18,False,False,191.12,False,True,False,False,True,True,True,True,True,True,False,True,True,True,91,60
SEDG,"SolarEdge Technologies, Inc. - Common Stock",NASDAQ,SEDG,Other,75.43,48.48,38.14,75.43,0.0,81.4,113.06,115.56,345.77,288.04,0.69,11.68,6.48,44.75,False,False,203.73,True,True,False,False,True,True,True,True,True,True,True,True,True,True,91,81
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",NASDAQ,ASTS,Other,113.29,86.88,77.23,133.09,14.88,62.19,43.06,104.09,357.18,2372.86,1.93,10.47,-14.72,50.12,False,False,188.93,True,True,False,False,True,True,True,True,True,True,True,True,True,True,91,81
LQDA,Liquidia Corporation - Common Stock,NASDAQ,LQDA,Other,61.15,44.07,34.24,62.03,1.43,60.28,97.11,89.54,331.21,92.54,0.32,6.78,-0.85,12.17,True,True,184.79,True,True,True,True,True,True,True,True,True,True,True,True,True,True,90,89
COHR,Coherent Corp. Common Stock,NYSE,COHR,Other,345.2,319.65,203.09,404.94,14.75,13.21,33.32,131.91,341.15,2205.3,0.63,7.72,-0.34,16.85,True,True,184.02,True,True,True,False,False,False,True,True,True,True,True,True,True,True,90,91
ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",NASDAQ,ARWR,Other,77.44,69.86,54.34,79.69,2.82,9.8,22.4,65.51,397.69,127.18,0.28,5.09,-0.84,13.31,True,False,184.19,True,True,False,False,True,True,True,True,True,True,True,True,True,True,90,71
RLAY,"Relay Therapeutics, Inc. - Common Stock",NASDAQ,RLAY,Other,14.23,13.11,8.53,16.8,15.3,13.21,38.69,76.77,382.37,54.57,0.29,7.49,-0.94,26.91,True,False,185.04,True,True,False,False,True,True,True,True,True,True,True,True,True,True,90,75
SKYT,"SkyWater Technology, Inc. - Common Stock",NASDAQ,SKYT,Other,38.51,32.12,23.43,38.97,1.19,26.2,30.7,159.99,318.99,43.45,0.3,4.38,0.67,16.37,True,False,184.35,True,True,False,False,True,True,True,True,True,True,True,True,True,True,90,69
TER,"Teradyne, Inc. - Common Stock",NASDAQ,TER,Other,369.68,348.45,233.69,417.92,11.54,20.73,15.56,120.66,361.85,1269.88,0.37,5.48,0.74,26.34,True,False,186.12,True,True,False,False,True,True,True,True,True,True,True,True,True,True,90,71
SITM,SiTime Corporation - Common Stock,NASDAQ,SITM,Other,715.95,550.29,378.32,901.48,20.58,35.8,79.94,149.77,262.21,455.61,0.67,6.62,0.56,19.13,True,True,169.39,True,True,False,False,False,False,True,True,True,True,True,True,True,True,89,88
OUST,"Ouster, Inc. - Common Stock",NASDAQ,OUST,Other,45.75,26.64,26.03,45.75,0.0,79.13,141.42,110.06,283.17,200.65,1.27,13.15,5.53,43.21,False,False,182.48,False,True,False,False,True,True,True,True,True,True,False,True,True,True,89,60
RVMD,"Revolution Medicines, Inc. - Common Stock",NASDAQ,RVMD,Other,156.23,130.17,86.97,156.23,0.0,11.16,53.14,104.7,314.07,347.57,0.71,3.86,0.67,10.12,True,False,168.78,True,True,False,False,True,True,True,True,True,True,True,True,True,True,89,68
SMTC,Semtech Corporation - Common Stock,NASDAQ,SMTC,Other,153.41,108.26,81.35,166.33,7.77,56.08,70.04,113.72,314.51,500.34,0.84,7.93,1.51,30.96,False,False,179.54,True,True,False,False,True,True,True,True,True,True,True,True,True,True,89,76
CENX,Century Aluminum Company - Common Stock,NASDAQ,CENX,Other,65.4,60.26,42.19,67.94,3.74,10.89,26.84,129.63,305.46,103.34,0.53,6.43,1.24,23.09,True,False,167.53,True,True,False,False,True,True,True,True,True,True,True,True,True,True,89,73
RDW,Redwire Corporation Common Stock,NYSE,RDW,Other,24.02,11.54,9.31,25.9,7.24,179.35,164.87,344.06,55.09,886.77,1.42,14.01,-7.76,57.36,False,False,176.16,False,False,False,False,True,True,True,True,True,True,True,False,True,True,89,60
UMC,United Microelectronics Corporation (NEW) Common Stock,NYSE,UMC,Other,22.25,13.06,9.44,22.68,1.9,74.51,113.12,206.05,203.3,291.93,0.61,4.6,-0.18,30.79,False,False,173.21,True,True,False,False,True,True,True,True,True,True,True,True,True,True,89,69
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ,ANAB,Other,55.72,53.51,33.22,69.78,20.15,-10.62,51.83,101.4,299.9,36.64,0.23,6.22,0.07,17.02,True,True,159.68,True,True,False,False,False,False,True,True,True,True,True,True,True,True,88,87
STM,STMicroelectronics N.V. Common Stock,NYSE,STM,Other,68.73,48.84,32.98,70.69,2.77,30.49,105.08,207.93,178.49,688.68,0.51,4.28,1.18,17.45,True,False,157.84,True,True,False,False,True,True,True,True,True,True,True,True,True,True,88,68
GSAT,"Globalstar, Inc. - Common Stock",NASDAQ,GSAT,Other,84.18,77.04,58.01,84.43,0.3,3.12,35.19,38.25,345.4,99.83,0.42,1.22,-0.73,4.66,True,False,156.98,True,True,False,False,True,True,True,True,True,True,True,True,True,True,88,62
MRVL,"Marvell Technology, Inc. - Common Stock",NASDAQ,MRVL,Other,203.8,146.64,98.37,208.26,2.14,30.17,149.6,144.57,216.38,4947.14,0.62,6.67,-0.2,27.19,False,False,162.86,True,True,False,False,True,True,True,True,True,True,True,True,True,True,88,73
LRCX,Lam Research Corporation - Common Stock,NASDAQ,LRCX,Other,318.01,263.7,192.62,322.68,1.45,27.84,36.13,109.91,281.36,2574.75,0.35,4.36,1.26,21.89,True,False,155.53,True,True,False,False,True,True,True,True,True,True,True,True,True,True,88,68
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ,AMKR,Other,69.11,63.21,44.02,78.1,11.51,-2.12,44.8,105.28,278.42,353.97,0.5,6.3,1.87,20.04,False,False,151.7,True,True,False,False,True,False,True,True,True,True,True,True,True,True,88,72
MKSI,MKS Inc. - Common Stock,NASDAQ,MKSI,Other,320.37,276.71,194.04,334.11,4.11,20.69,31.05,115.22,277.35,406.56,0.42,4.64,0.8,18.16,True,False,153.79,True,True,False,False,True,True,True,True,True,True,True,True,True,True,88,69
VISN,"Vistance Networks, Inc.  - Common Stock",NASDAQ,VISN,Other,12.43,10.35,8.92,12.8,2.89,18.67,44.92,31.32,314.7,90.12,0.31,3.86,1.05,14.37,True,False,146.13,True,True,False,False,True,True,True,True,True,True,True,True,True,True,87,67
FIX,"Comfort Systems USA, Inc. Common Stock",NYSE,FIX,Other,1806.03,1701.45,1170.31,2041.56,11.54,4.79,26.47,88.88,279.54,718.02,0.6,4.27,0.21,13.48,True,False,144.25,True,True,False,False,False,False,True,True,True,True,True,True,True,True,87,68
GLW,Corning Incorporated Common Stock,NYSE,GLW,Other,176.45,166.9,112.1,208.28,15.28,16.16,17.33,113.11,262.19,2759.63,0.57,6.41,0.61,17.56,True,True,143.89,True,True,False,False,False,False,True,True,True,True,True,True,True,True,87,87
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAQ,KLIC,Other,102.89,84.83,57.54,108.57,5.23,22.93,48.04,138.01,223.31,96.24,0.53,5.47,0.71,15.13,True,True,142.63,True,True,True,True,True,True,True,True,True,True,True,True,True,True,87,85
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,NASDAQ,CRDO,Other,228.89,158.91,145.19,228.89,0.0,30.22,103.87,48.46,265.0,1215.5,0.61,9.25,2.65,40.13,True,False,144.33,True,True,False,False,True,True,True,True,True,True,True,True,True,True,87,78
CMPS,COMPASS Pathways Plc - American Depository Shares,NASDAQ,CMPS,Other,12.99,8.24,6.65,12.99,0.0,55.07,88.33,149.9,207.93,42.37,0.75,7.44,0.42,25.16,True,False,151.31,True,True,False,False,True,True,True,True,True,True,True,True,True,True,87,74
INOD,Innodata Inc. - Common Stock,NASDAQ,INOD,Other,104.29,57.82,57.67,104.29,0.0,161.06,136.12,87.31,165.11,287.4,0.93,12.15,2.84,21.82,True,True,135.57,False,True,True,True,True,True,True,True,True,True,False,True,True,True,86,74
RIOT,"Riot Platforms, Inc. - Common Stock",NASDAQ,RIOT,Other,27.23,19.01,16.84,27.74,1.84,70.4,67.16,89.23,224.94,431.24,0.58,5.85,-0.97,25.01,True,False,137.22,False,True,False,False,True,True,True,True,True,True,False,True,True,True,86,50
BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ,BELFB,Other,268.53,249.91,190.47,302.73,11.3,3.98,16.93,78.14,271.47,87.44,0.56,5.25,0.03,15.03,True,False,135.82,True,True,False,False,True,False,True,True,True,True,True,True,True,True,86,69
ON,ON Semiconductor Corporation - Common Stock,NASDAQ,ON,Other,120.05,88.96,63.58,127.0,5.47,21.43,80.58,148.5,180.16,1434.86,0.36,5.47,0.2,20.89,True,False,134.87,True,True,False,False,True,True,True,True,True,True,True,True,True,True,86,70
DFTX,"Definium Therapeutics, Inc.  - Common Shares",NASDAQ,DFTX,Other,24.18,21.3,15.29,24.18,0.0,18.01,38.57,103.54,238.18,34.2,0.59,4.84,-0.64,20.31,True,False,135.85,True,True,False,False,True,True,True,True,True,True,True,True,True,True,86,68
SPIR,"Spire Global, Inc. Class A Common Stock",NYSE,SPIR,Other,22.79,17.75,11.92,25.48,10.56,44.15,157.51,183.46,111.61,33.7,0.49,10.9,-3.03,36.39,False,False,135.6,True,True,False,False,True,True,True,True,True,True,True,True,True,True,86,79
IRDM,Iridium Communications Inc - Common Stock,NASDAQ,IRDM,Other,51.44,38.22,24.32,51.44,0.0,41.35,116.08,217.13,105.86,91.24,0.52,5.72,-1.96,21.97,True,False,134.84,True,True,False,False,True,True,True,True,True,True,True,True,True,True,86,70
MYRG,"MYR Group, Inc. - Common Stock",NASDAQ,MYRG,Other,462.95,367.18,259.75,478.93,3.34,37.06,71.49,113.99,191.03,133.01,0.49,4.92,-0.01,13.42,True,False,128.61,True,True,False,False,True,True,True,True,True,True,True,True,True,True,85,68
SPHR,Sphere Entertainment Co. Class A Common Stock,NYSE,SPHR,Other,135.23,128.87,92.17,144.73,6.57,-2.67,13.62,65.33,257.45,93.82,0.31,5.12,-1.21,7.44,True,True,125.04,True,True,True,False,True,True,True,True,True,True,True,True,True,True,85,83
COHU,"Cohu, Inc. - Common Stock",NASDAQ,COHU,Other,52.69,41.67,28.85,54.94,4.1,17.85,74.47,122.98,197.52,70.01,0.63,5.57,0.74,25.91,False,False,132.58,True,True,False,False,True,True,True,True,True,True,True,True,True,True,85,69
GTX,Garrett Motion Inc. - Common Stock,NASDAQ,GTX,Other,32.83,23.64,18.07,33.9,3.16,60.22,61.88,100.36,208.13,95.66,0.4,4.08,-0.03,15.81,True,True,131.76,True,True,True,True,True,True,True,True,True,True,True,True,True,True,85,81
XMTR,"Xometry, Inc. - Class A Common Stock",NASDAQ,XMTR,Other,94.85,58.77,55.7,95.32,0.49,109.43,131.26,64.44,176.29,86.07,0.23,6.37,-0.1,15.42,True,True,127.04,True,True,True,True,True,True,True,True,True,True,True,True,True,True,85,86
