symbol,name,exchange,yf_ticker,sector,close,sma50,sma200,high_52w,pct_off_high,r1m,r3m,r6m,r12m,turnover_cr,vol_surge,adr_pct,gap_pct,tightness_pct,vol_dryup,contracting,surfing_ma,dist_to_ma_pct,higher_lows,up_down_vol_ratio,under_accumulation,pocket_pivot,power_play,power_play_gain,vcp_contractions,vcp_footprint,range_pos,rolling_over,momentum,trend_template,stage2,vcp_setup,qm_breakout,price_gt_sma10,price_gt_sma20,price_gt_sma50,price_gt_sma150,price_gt_sma200,sma50_gt_sma150,sma150_gt_sma200,sma200_rising,within_25_of_high,above_30_of_low,rs_rating,setup_quality
SANDHAR,SANDHAR TECHNOLOGIES,NSE,SANDHAR.NS,Other,693.35,543.29,521.67,745.05,6.94,29.61,37.87,26.93,86.96,88.31,0.63,6.87,-1.15,13.27,False,True,,,2,5.54,True,False,False,,0,,78.9,False,53.4,True,True,False,False,False,True,True,True,True,True,True,True,True,True,53,62
CHENNPETRO,CHENNAI PETROLEUM CORP LT,NSE,CHENNPETRO.NS,Other,1191.3,1042.98,915.72,1225.0,2.75,10.62,28.15,29.19,94.56,118.08,0.71,3.97,-1.02,17.71,True,False,,,0,1.44,True,True,False,,0,,86.46,False,53.27,True,True,False,False,True,True,True,True,True,True,True,True,True,True,52,50
CRAFTSMAN,CRAFTSMAN AUTOMATION,NSE,CRAFTSMAN.NS,Other,8976.0,8017.41,7352.4,9738.0,7.83,-0.06,20.95,27.66,94.91,59.51,0.33,3.77,-0.38,8.13,True,False,10,2.01,0,2.65,True,False,False,,2,12W 15/4 2T,65.84,False,50.45,True,True,False,False,True,True,True,True,True,True,True,True,True,True,51,57
SATIN,SATIN CREDIT NET,NSE,SATIN.NS,Other,237.29,190.81,159.34,247.0,3.93,11.55,60.13,66.3,44.21,53.12,0.59,5.3,-0.79,14.26,True,False,10,3.32,1,6.5,True,False,False,,2,12W 13/9 2T,76.71,False,50.76,True,True,False,False,True,True,True,True,True,True,True,True,True,True,51,61
INOXINDIA,INOX INDIA,NSE,INOXINDIA.NS,Industrials,1665.1,1432.2,1230.58,1697.4,1.9,12.26,39.62,45.9,68.4,41.55,4.17,4.88,-1.58,16.35,False,False,10,3.51,2,2.43,True,True,False,,0,,89.31,False,50.28,True,True,False,False,True,True,True,True,True,True,True,True,True,True,50,68
BHEL,BHEL,NSE,BHEL.NS,Industrials,386.3,351.33,282.23,424.9,9.08,-4.52,49.35,39.71,70.3,535.46,0.5,3.32,-2.31,12.14,True,False,,,0,2.5,True,False,False,,0,,17.7,True,49.45,True,True,False,False,False,False,True,True,True,True,True,True,True,True,49,37
NITINSPIN,NITIN SPINNERS,NSE,NITINSPIN.NS,Other,524.4,454.46,365.01,564.7,7.14,9.09,46.17,67.19,49.06,12.84,0.63,4.58,-1.97,16.03,False,False,10,2.44,5,2.46,True,False,False,,2,12W 12/9 2T,52.05,False,49.93,True,True,False,False,True,True,True,True,True,True,True,True,True,True,49,65
RPEL,RAGHAV PRODUCTIVITY ENH L,NSE,RPEL.NS,Other,1090.25,786.5,789.92,1120.0,2.66,37.21,56.3,14.0,75.04,23.08,1.23,6.26,0.5,20.18,False,False,,,0,3.31,True,False,False,,0,,88.61,False,49.2,False,False,False,False,True,True,True,True,True,False,True,True,True,True,48,35
JNKINDIA,JNK INDIA,NSE,JNKINDIA.NS,Other,418.35,337.36,276.5,451.35,7.31,16.31,76.79,82.03,18.68,21.85,0.65,7.05,-1.5,24.2,False,False,,,0,1.47,True,False,True,100.7,0,,71.87,False,49.07,False,True,False,False,True,True,True,True,True,True,False,True,True,True,47,36
CUMMINSIND,CUMMINS INDIA,NSE,CUMMINSIND.NS,Industrials,5610.5,5239.56,4536.59,6100.0,8.02,3.88,18.92,23.8,93.77,355.63,0.74,3.72,-2.32,13.21,True,False,10,3.71,2,1.56,True,False,False,,0,,46.62,False,48.82,True,True,False,False,False,True,True,True,True,True,True,True,True,True,47,61
DATAPATTNS,DATA PATTERNS INDIA,NSE,DATAPATTNS.NS,IT,4141.3,3779.3,3039.59,4320.0,4.14,0.92,20.32,59.07,66.54,410.91,0.73,5.24,-1.71,12.53,True,False,10,2.89,2,1.68,True,False,False,,3,12W 17/11 3T,75.18,False,48.49,True,True,False,False,True,True,True,True,True,True,True,True,True,True,46,62
PREMEXPLN,PREMIER EXPLOSIVES,NSE,PREMEXPLN.NS,Other,688.05,544.23,537.37,779.5,11.73,25.02,40.39,37.13,65.32,117.98,1.51,7.76,-2.45,21.73,False,True,,,2,4.99,True,True,False,,0,,65.79,False,47.85,False,True,False,True,True,True,True,True,True,True,False,True,True,True,45,54
SKYGOLD,SKY GOLD AND DIAMONDS,NSE,SKYGOLD.NS,Other,492.25,443.26,357.26,590.0,16.57,-9.05,44.93,54.8,57.92,99.47,1.61,6.32,-1.33,26.96,False,False,,,0,1.71,True,False,False,,2,12W 23/8 2T,33.5,True,47.69,True,True,False,False,False,True,True,True,True,True,True,True,True,True,45,39
SEAMECLTD,SEAMEC,NSE,SEAMECLTD.NS,Other,1600.2,1547.9,1184.57,1709.2,6.38,6.59,21.03,51.59,64.17,28.02,0.35,4.78,-0.5,7.12,True,True,10,1.64,0,3.02,True,False,False,,3,12W 12/7 3T,44.73,False,46.01,True,True,True,False,False,True,True,True,True,True,True,True,True,True,44,64
THERMAX,THERMAX,NSE,THERMAX.NS,Industrials,4696.4,4169.79,3353.3,5075.0,7.46,0.4,48.02,67.81,42.69,171.62,0.41,4.3,-2.26,14.73,True,False,,,3,3.34,True,False,False,,0,,49.18,False,47.06,True,True,False,False,False,True,True,True,True,True,True,True,True,True,44,51
SOTL,SAVITA OIL TECHNOLO.,NSE,SOTL.NS,Other,543.45,392.65,380.01,599.0,9.27,23.84,55.03,47.22,46.09,51.55,0.71,5.92,-2.77,34.47,False,False,,,0,6.27,True,False,False,,0,,70.76,False,45.99,False,True,False,False,True,True,True,True,True,True,False,True,True,True,43,33
MAYURUNIQ,MAYUR UNIQUOTERS,NSE,MAYURUNIQ.NS,Other,719.6,615.38,540.77,805.75,10.69,14.33,38.03,46.3,56.26,39.95,0.94,5.8,-1.04,12.33,True,True,,,2,2.58,True,False,False,,2,12W 10/10 2T,57.25,False,45.44,True,True,True,False,False,True,True,True,True,True,True,True,True,True,42,58
DREDGECORP,DREDGING CORP OF INDIA,NSE,DREDGECORP.NS,Other,1111.3,978.19,887.53,1286.0,13.58,16.55,15.74,12.0,92.63,118.63,0.5,7.6,-2.4,19.89,False,True,,,2,4.65,True,False,False,,2,12W 15/13 2T,58.99,False,45.46,True,True,False,False,False,True,True,True,True,True,True,True,True,True,42,60
SPARC,SUN PHARMA ADV.RES.CO.LTD,NSE,SPARC.NS,Other,203.6,164.16,141.1,248.75,18.15,17.63,63.71,48.29,39.5,264.98,0.31,8.01,-1.79,26.84,True,True,,,1,4.46,True,False,True,110.17,0,,47.74,False,44.79,True,True,False,False,False,True,True,True,True,True,True,True,True,True,41,58
GRANULES,GRANULES INDIA,NSE,GRANULES.NS,Pharma,766.35,706.9,602.28,804.3,4.72,1.78,31.83,35.7,68.13,140.5,0.34,3.2,-1.88,6.75,True,False,10,2.02,1,2.46,True,False,False,,3,12W 6/3 3T,45.63,False,44.51,True,True,False,False,False,True,True,True,True,True,True,True,True,True,40,56
HSCL,HIMADRI SPECIALITY CHEM L,NSE,HSCL.NS,Other,667.2,555.75,485.32,698.0,4.41,4.63,47.81,45.28,52.43,713.41,2.62,5.81,-0.74,17.55,False,False,20,3.4,1,2.35,True,False,False,,2,12W 15/7 2T,80.56,False,44.58,True,True,False,False,True,True,True,True,True,True,True,True,True,True,40,59
TMB,TAMILNAD MERCA BANK,NSE,TMB.NS,Banks,738.95,682.26,568.22,784.9,5.85,1.21,16.04,44.44,68.81,25.11,1.19,3.94,-0.79,14.72,True,False,10,3.37,0,3.5,True,False,False,,3,12W 15/4 3T,61.56,False,44.18,True,True,False,False,True,True,True,True,True,True,True,True,True,True,39,53
KRN,KRN,NSE,KRN.NS,Other,1173.4,1127.59,884.41,1405.0,16.48,-9.75,23.35,52.34,61.51,37.97,0.22,6.43,-3.93,23.3,True,False,10,3.7,0,1.73,True,False,False,,0,,63.85,False,44.0,True,True,False,False,True,True,True,True,True,True,True,True,True,True,38,56
POLYCAB,POLYCAB INDIA,NSE,POLYCAB.NS,Consumer Durables,9495.0,8458.01,7745.88,9833.0,3.44,4.54,22.94,31.54,72.01,276.81,0.47,2.25,-1.12,5.4,True,False,10,1.92,2,2.21,True,False,False,,3,12W 9/4 3T,58.6,False,43.31,True,True,False,False,False,True,True,True,True,True,True,True,True,True,38,56
VINDHYATEL,VINDHYA TELELINKS,NSE,VINDHYATEL.NS,Other,1905.2,1526.63,1379.09,2345.0,18.75,6.01,69.23,34.8,44.5,35.86,0.82,8.4,-0.67,29.65,False,False,,,2,3.13,True,False,False,,0,,43.02,False,42.68,False,True,False,False,False,True,True,True,True,True,False,True,True,True,37,40
GLAND,GLAND PHARMA,NSE,GLAND.NS,Pharma,2247.8,1933.32,1839.94,2396.0,6.19,18.03,33.15,32.86,60.56,195.18,1.11,4.2,-0.17,7.14,True,True,10,2.49,0,2.42,True,False,False,,2,12W 7/6 2T,42.45,False,42.51,False,True,True,False,False,True,True,True,True,True,False,True,True,True,36,49
SAILIFE,SAI LIFE SCIENCES,NSE,SAILIFE.NS,Other,1194.6,1061.5,941.91,1202.7,0.67,7.08,18.2,32.19,71.44,104.65,0.68,4.72,-1.02,7.83,True,True,10,1.41,0,1.09,True,False,False,,4,12W 17/6 4T,92.11,False,42.58,True,True,True,False,True,True,True,True,True,True,True,True,True,True,36,61
ACUTAAS,ACUTAAS CHEMICALS,NSE,ACUTAAS.NS,Other,3316.2,2656.24,1997.22,3444.3,3.72,21.28,48.85,99.83,,139.77,1.26,4.27,-2.89,16.35,True,False,,,4,1.97,True,False,False,,0,,79.84,False,41.85,True,True,False,False,True,True,True,True,True,True,True,True,True,True,35,49
SAIL,STEEL AUTHORITY OF INDIA,NSE,SAIL.NS,Metals,183.78,182.43,152.09,209.7,12.36,-0.59,22.65,41.87,61.62,696.5,0.84,4.0,-1.67,14.11,True,False,,,1,1.88,True,False,False,,0,,4.9,True,41.68,True,True,False,False,False,False,True,True,True,True,True,True,True,True,34,36
J&KBANK,J & K BANK,NSE,J&KBANK.NS,Banks,148.16,131.5,112.44,151.95,2.49,4.51,22.6,44.89,56.98,54.18,0.81,3.61,-1.08,8.8,False,False,10,3.06,1,2.11,True,False,False,,2,12W 11/4 2T,84.75,False,41.23,True,True,False,False,True,True,True,True,True,True,True,True,True,True,34,54
KIRLPNU,KIRLOSKAR PNEUMATIC COM L,NSE,KIRLPNU.NS,Other,1595.0,1421.3,1200.64,1705.0,6.45,2.23,42.49,53.57,40.95,20.88,0.64,4.66,-1.26,12.85,True,False,20,2.14,1,3.25,True,False,False,,2,12W 12/12 2T,46.34,False,41.17,False,True,False,False,False,True,True,True,True,True,False,True,True,True,33,43
ARVIND,ARVIND,NSE,ARVIND.NS,Real Estate,492.8,423.5,350.96,514.85,4.28,13.29,47.1,51.51,35.46,51.42,0.66,4.27,-0.48,9.9,True,True,10,1.8,0,4.12,True,False,False,,0,,54.82,False,40.39,True,True,True,True,True,True,True,True,True,True,True,True,True,True,32,60
WOCKPHARMA,WOCKHARDT LTD.,BSE,532300.BO,Pharma,1893.65,1500.31,1420.1,2151.85,12.0,23.18,38.7,48.09,39.85,35.1,0.98,5.35,-8.65,30.44,False,False,,,3,3.46,True,False,False,,0,,57.39,False,40.42,False,True,False,False,True,True,True,True,True,True,False,True,True,True,32,37
NLCINDIA,NLC INDIA,NSE,NLCINDIA.NS,Other,335.75,315.0,271.29,387.8,13.42,2.3,36.96,42.08,47.53,333.83,0.49,5.01,-0.86,9.07,True,True,20,2.27,0,2.68,True,False,False,,0,,11.95,True,39.26,True,True,False,False,False,False,True,True,True,True,True,True,True,True,31,53
SUNFLAG,SUNFLAG IRON AND STEEL CO,NSE,SUNFLAG.NS,Other,350.25,317.05,269.5,428.0,18.17,-15.77,53.65,34.53,49.77,20.67,0.63,5.91,-1.4,22.33,False,False,,,1,3.64,True,False,True,122.74,3,12W 16/12 3T,6.84,True,39.42,True,True,False,False,False,False,True,True,True,True,True,True,True,True,31,37
BHARATFORG,BHARAT FORGE,NSE,BHARATFORG.NS,Industrials,1893.1,1860.51,1552.26,2044.0,7.38,-4.86,2.76,34.51,71.45,183.72,0.3,2.68,-1.03,6.23,True,True,20,0.91,1,1.59,True,False,False,,2,12W 10/5 2T,40.71,False,39.0,True,True,True,False,False,False,True,True,True,True,True,True,True,True,30,60
NEOGEN,NEOGEN CHEMICALS,NSE,NEOGEN.NS,Other,1909.8,1590.63,1390.97,1969.0,3.01,7.75,28.24,73.49,25.3,21.35,1.31,5.48,-2.03,12.25,False,False,,,1,3.78,True,True,False,,0,,85.97,False,38.59,False,True,False,False,True,True,True,True,True,True,False,True,True,True,29,36
WALCHANNAG,WALCHANDNAGAR INDUSTRIES,NSE,WALCHANNAG.NS,Other,239.6,214.64,184.53,276.6,13.38,-5.94,45.34,56.08,32.51,64.7,0.94,7.59,-1.76,19.41,True,False,20,4.09,3,2.63,True,False,True,102.29,0,,30.94,True,38.3,False,True,False,False,False,False,True,True,True,True,False,True,True,True,29,44
SUPRIYA,SUPRIYA LIFESCIENCE,NSE,SUPRIYA.NS,Pharma,919.1,713.39,707.82,1085.0,15.29,30.06,51.97,23.07,42.46,93.06,0.53,6.11,-1.27,34.81,False,False,,,1,2.66,True,False,False,,0,,58.03,False,37.31,False,True,False,False,True,True,True,True,True,True,False,True,True,True,28,31
HINDALCO,HINDALCO INDUSTRIES LTD.,BSE,500440.BO,Metals,1062.1,1023.59,882.92,1149.5,7.6,0.71,12.87,32.83,61.06,22.16,0.41,2.61,-5.65,8.23,True,False,20,4.6,1,0.79,False,False,False,,0,,13.76,True,36.92,True,True,False,False,False,False,True,True,True,True,True,True,True,True,27,38
MAHABANK,BANK OF MAHARASHTRA,NSE,MAHABANK.NS,Banks,79.61,75.96,64.71,85.9,7.32,-5.11,15.76,38.57,57.15,91.98,0.77,2.54,-0.87,6.09,True,False,10,0.76,2,1.69,True,True,False,,3,12W 11/5 3T,51.13,False,37.07,True,True,False,False,True,True,True,True,True,True,True,True,True,True,27,58
KRISHNADEF,KRISHNA DEF AND ALD IND L,NSE,KRISHNADEF.NS,Other,1158.2,1057.0,912.6,1313.0,11.79,-2.96,-0.25,59.73,48.08,20.39,0.68,7.61,-1.46,13.5,False,True,20,1.81,3,1.6,True,False,False,,4,12W 22/10 4T,40.31,False,36.8,True,True,False,False,True,True,True,True,True,True,True,True,True,True,26,70
ABSLAMC,ADIT BIRL SUN LIF AMC,NSE,ABSLAMC.NS,Financial Services,1044.2,1017.18,870.16,1123.5,7.06,-2.63,7.02,40.88,57.85,29.16,0.51,3.86,-1.48,8.85,True,False,10,1.28,2,1.58,True,False,False,,0,,58.21,False,36.55,True,True,False,False,True,True,True,True,True,True,True,True,True,True,25,54
TALBROAUTO,TALBROS AUTO. COMP.,NSE,TALBROAUTO.NS,Other,362.5,305.1,283.03,372.8,2.76,11.64,46.76,28.64,44.15,16.95,1.38,6.67,-1.64,10.69,True,True,10,2.06,3,1.63,True,False,False,,2,12W 13/10 2T,81.59,False,36.77,False,True,True,True,True,True,True,True,True,True,False,True,True,True,25,57
LLOYDSME,LLOYDS METALS N ENERGY L,NSE,LLOYDSME.NS,Other,1711.2,1658.21,1361.33,1888.6,9.39,-1.45,46.16,33.67,42.22,94.9,0.44,3.0,-2.17,11.02,True,False,,,1,2.59,True,False,False,,3,12W 9/5 3T,29.74,True,36.08,True,True,False,False,False,False,True,True,True,True,True,True,True,True,24,31
PANACEABIO,PANACEA BIOTEC,NSE,PANACEABIO.NS,Other,552.9,380.57,381.62,577.65,4.28,42.23,56.3,66.39,0.14,42.96,1.86,7.21,-1.53,33.76,False,False,,,0,8.78,True,True,False,,0,,86.74,False,35.45,False,True,False,False,True,True,True,True,True,True,False,True,True,True,23,34
LLOYDSENGG,LLOYDS ENGG WORK,NSE,LLOYDSENGG.NS,Other,69.95,60.26,55.55,84.27,16.99,11.26,55.69,38.38,28.47,88.01,0.57,4.92,-1.16,15.01,True,False,,,2,2.63,True,False,True,103.07,2,12W 15/13 2T,23.11,True,35.16,False,True,False,False,False,False,True,True,True,True,False,True,True,True,23,24
CEIGALL,CEIGALL INDIA,NSE,CEIGALL.NS,Other,350.4,326.18,279.34,386.4,9.32,-7.01,26.07,51.81,37.63,18.94,0.6,4.65,-1.81,11.22,True,False,20,1.74,1,3.0,True,False,False,,3,12W 18/6 3T,57.48,False,35.11,True,True,False,False,False,True,True,True,True,True,True,True,True,True,22,52
ASIANENE,ASIAN ENERGY SERVICES,NSE,ASIANENE.NS,Other,376.6,314.16,306.27,391.65,3.84,26.08,37.92,33.62,35.54,32.39,1.06,6.89,0.5,13.67,False,True,10,3.53,0,3.33,True,False,False,,0,,86.02,False,34.49,False,False,False,True,True,True,True,True,True,True,False,False,True,True,21,48
SOLARINDS,SOLAR INDUSTRIES (I),NSE,SOLARINDS.NS,Other,18114.0,15928.2,14081.59,18874.0,4.03,12.47,23.06,45.4,37.52,399.8,0.56,3.19,-1.04,5.74,True,True,10,1.42,0,3.82,True,False,False,,0,,26.85,True,34.49,True,True,False,False,False,True,True,True,True,True,True,True,True,True,21,48
CGPOWER,CG POWER AND IND SOL,NSE,CGPOWER.NS,Other,903.4,812.67,724.71,952.0,5.11,3.42,24.06,35.54,44.13,389.54,1.05,3.54,-1.9,9.72,False,False,10,3.71,1,1.75,True,False,False,,2,12W 10/6 2T,66.45,False,33.47,False,True,False,False,False,True,True,True,True,True,False,True,True,True,20,38
NIBE,NIBE,NSE,NIBE.NS,Other,1469.2,1131.12,1142.52,1799.0,18.33,38.93,49.55,46.98,11.38,62.54,1.84,7.33,-0.65,18.45,False,True,,,2,3.53,True,False,False,,2,12W 18/6 2T,70.69,False,32.45,False,False,False,False,False,True,True,True,True,True,False,False,True,True,19,41
AZAD,AZAD ENGINEERING,NSE,AZAD.NS,Industrials,2175.8,1963.86,1696.07,2350.0,7.41,-6.04,33.0,37.89,37.87,86.98,0.85,5.1,-3.97,13.42,True,False,10,2.76,1,1.65,True,False,False,,2,12W 15/9 2T,81.77,False,32.51,True,True,False,False,True,True,True,True,True,True,True,True,True,True,19,51
ADANIENT,ADANI ENTERPRISES,NSE,ADANIENT.NS,Diversified,2970.0,2439.97,2315.65,3059.8,2.93,18.52,48.76,30.39,29.06,903.59,0.57,3.52,-1.0,7.91,True,True,10,3.82,3,2.69,True,False,False,,2,12W 11/5 2T,76.1,False,32.35,False,True,True,False,True,True,True,True,True,True,False,True,True,True,18,51
ADANIPORTS,ADANI PORT & SEZ,NSE,ADANIPORTS.NS,Travel & Logistics,1805.0,1644.1,1498.61,1842.8,2.05,2.53,26.75,20.01,48.38,426.8,0.78,2.41,-1.02,5.41,True,True,10,0.88,3,1.95,True,False,False,,2,12W 8/5 2T,61.62,False,30.96,True,True,True,False,False,True,True,True,True,True,True,True,True,True,18,61
AIAENG,AIA ENGINEERING,NSE,AIAENG.NS,Industrials,4545.5,3998.46,3705.57,4775.0,4.81,14.44,20.0,24.94,42.32,81.22,0.53,3.82,-0.61,17.71,True,False,,,2,6.5,True,False,False,,0,,74.72,False,29.85,True,True,False,False,True,True,True,True,True,True,True,True,True,True,17,40
GULPOLY,GULSHAN POLYOLS,NSE,GULPOLY.NS,Other,213.38,179.23,155.02,218.4,2.3,13.78,31.22,56.25,13.16,13.65,9.36,5.65,-0.57,20.81,False,False,20,4.61,0,1.95,True,True,False,,0,,88.69,False,29.76,True,True,False,False,True,True,True,True,True,True,True,True,True,True,16,54
APOLLOPIPE,APOLLO PIPES,NSE,APOLLOPIPE.NS,Other,473.9,470.0,364.16,554.0,14.46,-4.65,24.03,57.39,20.22,20.93,0.34,4.77,-1.77,12.65,True,True,50,7.03,0,2.04,True,False,False,,2,12W 16/11 2T,8.3,True,29.64,True,True,False,False,False,False,True,True,True,True,True,True,True,True,16,49
VTL,VARDHMAN TEXTILES,NSE,VTL.NS,Other,618.85,584.36,486.0,647.0,4.35,6.57,14.33,38.46,36.25,22.0,0.52,3.38,-0.78,12.15,True,False,10,2.43,0,1.51,True,False,False,,3,12W 13/6 3T,64.63,False,29.56,True,True,False,False,True,True,True,True,True,True,True,True,True,True,15,46
ATGL,ADANI TOTAL GAS,NSE,ATGL.NS,Other,734.2,631.0,592.54,859.85,14.61,15.98,55.4,25.07,22.33,1112.66,0.56,6.87,-2.25,27.7,False,False,,,2,2.12,True,False,False,,0,,51.44,False,29.13,False,True,False,False,False,True,True,True,True,True,False,True,True,True,14,31
VIJAYA,VIJAYA DIAGNOSTIC CEN,NSE,VIJAYA.NS,Other,1307.6,1137.41,1035.72,1427.8,8.42,2.24,38.36,30.79,30.69,36.26,0.63,5.07,-2.37,15.86,False,False,10,2.69,1,3.38,True,False,False,,2,12W 12/4 2T,44.3,False,29.41,True,True,False,False,True,True,True,True,True,True,True,True,True,True,14,50
TRITURBINE,TRIVENI TURBINE,NSE,TRITURBINE.NS,Industrials,663.6,576.79,528.74,787.6,15.74,10.99,41.72,26.54,27.58,298.81,0.12,5.97,-1.0,20.07,True,True,,,3,5.87,True,False,False,,2,12W 10/7 2T,45.31,False,28.44,True,True,False,False,False,False,True,True,True,True,True,True,True,True,13,52
GAEL,GUJARAT AMBUJA EXPORTS LT,NSE,GAEL.NS,Other,158.55,154.85,129.69,177.92,10.89,-4.75,20.15,35.15,33.98,13.28,1.33,3.43,-0.37,8.04,True,False,50,2.83,0,1.75,True,True,False,,2,12W 10/10 2T,44.02,False,27.69,True,True,False,False,True,False,True,True,True,True,True,True,True,True,12,50
FEDERALBNK,FEDERAL BANK LTD.,BSE,500469.BO,Banks,304.8,284.79,253.45,304.8,0.0,4.19,1.75,18.81,50.52,12.09,1.25,1.55,1.55,5.77,True,False,20,1.77,2,1.1,True,False,False,,0,,100.0,False,26.62,True,True,False,False,True,True,True,True,True,True,True,True,True,True,12,48
ATHERENERG,ATHER ENERGY,NSE,ATHERENERG.NS,Other,1002.25,898.62,722.31,1069.0,6.24,9.53,44.05,55.04,,436.45,1.17,4.86,-1.03,14.33,False,False,20,4.68,1,1.64,True,False,False,,0,,65.84,False,26.28,True,True,False,False,True,True,True,True,True,True,True,True,True,True,11,49
BANDHANBNK,BANDHAN BANK,NSE,BANDHANBNK.NS,Banks,202.91,184.83,164.95,212.66,4.58,-1.55,11.33,39.66,22.52,187.94,0.29,2.99,-1.39,7.63,True,False,10,3.02,2,2.98,True,False,False,,2,12W 12/5 2T,61.38,False,23.01,True,True,False,False,False,True,True,True,True,True,True,True,True,True,10,49
SANSTAR,SANSTAR,NSE,SANSTAR.NS,Other,114.14,95.81,92.2,121.99,6.43,19.57,34.16,23.84,23.57,14.85,0.96,6.87,-0.82,15.32,False,True,10,2.57,2,3.28,True,False,False,,0,,59.52,False,25.37,False,True,False,False,False,True,True,True,True,True,False,True,True,True,10,50
ZENTEC,ZEN TECHNOLOGIES,NSE,ZENTEC.NS,Other,1753.1,1589.28,1440.29,2065.0,15.1,7.88,21.97,27.63,23.77,165.05,1.09,4.62,-1.61,17.27,False,False,20,5.32,2,2.56,True,False,False,,2,12W 12/8 2T,61.14,False,22.98,False,True,False,False,True,True,True,True,True,True,False,True,True,True,9,39
KTKBANK,KARNATAKA BANK,NSE,KTKBANK.NS,Other,256.6,252.3,207.88,278.4,7.83,-1.06,15.95,24.53,31.01,85.51,0.44,3.75,-0.86,9.12,True,True,20,2.51,0,1.79,True,False,False,,0,,34.73,True,22.85,True,True,False,False,False,False,True,True,True,True,True,True,True,True,8,45
TATATECH,TATA TECHNOLOGIES,NSE,TATATECH.NS,Other,779.6,619.24,642.85,781.5,0.24,23.56,37.25,18.89,18.51,133.39,2.68,3.48,-0.8,13.65,False,False,,,4,3.31,True,True,False,,2,12W 8/4 2T,98.75,False,22.88,False,False,False,False,True,True,True,True,True,False,False,True,True,True,8,33
ABB,ABB INDIA,NSE,ABB.NS,Industrials,6958.0,6830.15,5739.75,7822.5,11.05,-0.78,11.78,32.72,25.99,305.69,0.5,3.22,-0.87,8.88,True,False,20,5.02,1,1.48,True,False,False,,2,12W 16/5 2T,64.65,False,22.49,True,True,False,False,False,True,True,True,True,True,True,True,True,True,7,46
KDDL,KDDL,NSE,KDDL.NS,Other,2944.8,2464.63,2428.97,2998.8,1.8,19.89,27.1,27.95,12.89,25.88,0.54,5.46,-2.19,10.87,True,True,,,2,2.63,True,False,False,,4,12W 15/8 4T,93.52,False,20.95,False,True,True,True,True,True,True,True,True,True,False,True,True,True,6,35
GRINDWELL,GRINDWELL NORTON,NSE,GRINDWELL.NS,Industrials,1955.6,1686.83,1613.71,2002.7,2.35,16.07,27.87,24.26,15.98,18.65,0.83,3.81,-1.0,9.57,True,True,10,2.08,2,2.92,True,False,False,,0,,77.01,False,20.85,False,True,True,False,True,True,True,True,True,True,False,True,True,True,6,45
JINDALSAW,JINDAL SAW,NSE,JINDALSAW.NS,Industrials,236.1,225.77,193.08,267.5,11.74,-3.22,42.36,47.83,-4.8,65.8,0.54,4.75,-1.03,17.77,False,False,20,5.17,1,1.95,True,False,False,,3,12W 12/7 3T,41.3,False,20.58,False,True,False,False,False,True,True,True,True,True,False,True,True,True,5,35
KOPRAN,KOPRAN,NSE,KOPRAN.NS,Other,182.0,160.88,150.52,219.0,16.89,12.33,44.3,39.7,-5.65,31.52,0.16,7.09,1.54,21.98,True,False,,,1,5.45,True,False,False,,2,12W 14/11 2T,35.09,False,19.74,False,True,False,False,False,True,True,True,True,True,False,True,True,True,5,26
FINCABLES,FINOLEX CABLES,NSE,FINCABLES.NS,Other,1019.6,979.41,844.25,1184.8,13.94,-10.66,9.75,38.05,17.66,79.48,0.88,5.32,-1.18,21.87,True,False,,,0,1.71,True,False,False,,0,,25.92,True,19.37,True,True,False,False,False,False,True,True,True,True,True,True,True,True,4,26
EQUITASBNK,EQUITAS SMALL FIN BNK,NSE,EQUITASBNK.NS,Banks,74.83,65.89,62.27,76.26,1.88,3.29,28.44,26.0,11.77,27.98,2.42,3.57,-1.01,10.82,False,False,10,2.84,2,3.18,True,True,False,,2,12W 12/6 2T,86.06,False,18.52,True,True,False,False,True,True,True,True,True,True,True,True,True,True,3,53
MARKSANS,MARKSANS PHARMA,NSE,MARKSANS.NS,Pharma,236.06,199.02,182.9,266.6,11.46,19.37,35.62,23.01,7.6,136.31,0.94,5.79,-1.27,19.66,True,False,,,3,2.06,True,False,False,,2,12W 11/11 2T,47.89,False,19.0,True,True,False,False,False,True,True,True,True,True,True,True,True,True,3,41
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,NSE,SHREEJISPG.NS,Other,459.6,402.6,339.33,482.9,4.83,10.2,20.35,38.06,,49.04,1.09,3.92,-0.36,8.4,False,True,10,2.64,0,1.94,True,False,False,,0,,57.52,False,16.51,False,False,False,False,False,True,True,True,True,True,True,False,True,True,2,38
BELRISE,BELRISE INDUSTRIES,NSE,BELRISE.NS,Other,215.72,210.18,177.38,228.8,5.72,-3.0,11.28,35.06,,79.09,0.59,3.42,-0.97,6.02,True,True,10,1.39,2,1.61,True,False,False,,3,12W 11/5 3T,58.84,False,12.47,True,True,True,False,False,True,True,True,True,True,True,True,True,True,1,55
MOTHERSON,Samvardhana Motherson Internat,BSE,517334.BO,Auto,138.9,125.08,115.28,161.0,13.73,15.56,2.7,24.24,-6.37,24.53,0.39,2.81,-3.74,7.06,True,False,,,3,1.89,True,False,False,,0,,60.65,False,6.82,True,True,False,False,False,True,True,True,True,True,True,True,True,True,1,37
